Location,Name,Position,Place
Botetourt,Joel R. Branscom,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Botetourt,Paul A. Dryer,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Botetourt,Anne M. Reed,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Botetourt,Christopher B. Russell,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Botetourt,Edward K. Stein,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Bristol ,Sage B. Johnson,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Bristol ,Deanis L. Simmons,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Bristol ,Charles Randall Lowe,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Bristol ,Fredrick A. Rowlett,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Brunswick ,William Allan Sharrett,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Brunswick ,William Edward Tomko III,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Brunswick ,Carson E. Saunders Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Brunswick ,,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Brunswick ,,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Buchanan ,Patrick R. Johnson,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Buchanan ,Brian K. Patton,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Buchanan ,Jack S. Hurley Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Buchanan ,Michael Lee Moore,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Buchanan ,Richard C. Patterson,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Buckingham,Donald Carl Blessing,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Buckingham,Kimberley S. White,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Buckingham,Stephen Anderson Nelson,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Buckingham,James William Watson Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Buena Vista,William Chapman Goodwin,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Buena Vista,Joel R. Branscom,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Buena Vista,Paul A. Dryer,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Buena Vista,Anne M. Reed,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Buena Vista,Christopher B. Russell,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Buena Vista,Edward K. Stein,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Campbell ,John T. Cook,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Campbell ,"Michael T. Garrett, Chief Judge",, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Campbell ,Michael R. Doucette,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Campbell ,James W. Updike Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Campbell ,James F. Watson,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Campbell ,Frank Patrick Yeatts,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Caroline ,Sarah L. Deneke,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Caroline ,William E. Glover,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Caroline ,John Overton Harris,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Caroline ,Herbert M. Hewitt,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Caroline ,Patricia Kelly,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Caroline ,Michael E. Levy,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Caroline ,Roy Michael McKenney,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Caroline ,Ricardo Rigual,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Caroline ,James Bruce Strickland,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Caroline ,Gordon F. Willis,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Caroline ,Victoria A. B. Willis,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Carroll ,Brett L. Geisler,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Carroll ,Bradley W. Finch,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Carroll ,Kenneth M. Fleenor Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Carroll ,Hugh Lee Harrell,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Carroll ,Josiah T. Showalter Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Carroll ,Robert M. D. Turk,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Charles ,Benjamin Elliott Bondurant,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Charles ,Richard H. Rizk,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Charles ,Jeffrey W. Shaw,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Charles ,Holly B. Smith,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Charlotte ,Kimberley S. White,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Charlotte ,Donald Carl Blessing,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Charlotte ,Stephen Anderson Nelson,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Charlotte ,James William Watson Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Charlottesville,Richard E. Moore,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Charlottesville,Claude V. Worrell Jr.,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Charlottesville,Timothy K. Sanner,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Charlottesville,Dale B. Durrer,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Charlottesville,David B. Franzen,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Charlottesville,Cheryl V. Higgins,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Chesapeake ,John W. Brown,"Presiding Judge, Chief Judge", Circuit Court  https://www.vacourts.gov/courts/circuit.html
Chesapeake ,Marjorie T. Arrington,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Chesapeake ,Rufus A. Banks Jr.,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Chesapeake ,Robert G. MacDonald,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Chesapeake ,Stephen J. Telfeyan,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Chesterfield ,Edward A. Robbins Jr.,"Presiding Judge, Chief Judge", Circuit Court  https://www.vacourts.gov/courts/circuit.html
Chesterfield ,Lynn S. Brice,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Chesterfield ,David E. Johnson,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Chesterfield ,Steven C. McCallum,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Chesterfield ,Jayne Ann Pemberton,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Chesterfield ,Frederick G. Rockwell III,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Clarke ,William W. Eldridge IV,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Clarke ,Alexander R. Iden,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Clarke ,Brian M. Madden,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Clarke ,Clark Andrew Ritchie,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Clarke ,Bruce D. Albertson,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Clarke ,Kevin C. Black,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Clarke ,William W. Sharp,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Clarke ,Thomas J. Wilson IV,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Colonial Heights,Lynn S. Brice,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Colonial Heights,Edward A. Robbins Jr.,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Colonial Heights,David E. Johnson,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Colonial Heights,Steven C. McCallum,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Colonial Heights,Jayne Ann Pemberton,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Colonial Heights,Frederick G. Rockwell III,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Craig ,William Chapman Goodwin,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Craig ,Joel R. Branscom,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Craig ,Paul A. Dryer,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Craig ,Anne M. Reed,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Craig ,Christopher B. Russell,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Craig ,Edward K. Stein,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Culpeper ,Dale B. Durrer,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Culpeper ,Timothy K. Sanner,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Culpeper ,David B. Franzen,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Culpeper ,Cheryl V. Higgins,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Culpeper ,Richard E. Moore,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Culpeper ,Claude V. Worrell Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Cumberland ,Kimberley S. White,"Presiding Judge, Chief Judge", Circuit Court  https://www.vacourts.gov/courts/circuit.html
Cumberland ,Donald Carl Blessing,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Cumberland ,Stephen Anderson Nelson,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Cumberland ,James William Watson Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Danville,James J. Reynolds,"Presiding Judge, Chief Judge", Circuit Court  https://www.vacourts.gov/courts/circuit.html
Danville,Joseph W. Milam Jr.,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Danville,Timothy W. Allen,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Danville,Stacey W. Moreau,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Dickenson ,Brian K. Patton,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Dickenson ,Jack S. Hurley Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Dickenson ,Patrick R. Johnson,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Dickenson ,Michael Lee Moore,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Dickenson ,Richard C. Patterson,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Dinwiddie ,Paul W. Cella,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Dinwiddie ,Dennis M. Martin,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Dinwiddie ,Joseph M. Teefey Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Essex ,Herbert M. Hewitt,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Essex ,Sarah L. Deneke,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Essex ,William E. Glover,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Essex ,John Overton Harris,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Essex ,Patricia Kelly,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Essex ,Michael E. Levy,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Essex ,Roy Michael McKenney,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Essex ,Ricardo Rigual,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Essex ,James Bruce Strickland,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Essex ,Gordon F. Willis,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Essex ,Victoria A. B. Willis,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fairfax ,Penney S. Azcarate,"Presiding Judge, Chief Judge", Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fairfax ,Randy I. Bellows,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fairfax ,David Bernhard,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fairfax ,Dontae L. Bugg,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fairfax ,Grace Burke Carroll,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fairfax ,Michael F. Devine,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fairfax ,Richard E. Gardiner,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fairfax ,Brett A. Kassabian,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fairfax ,Thomas P. Mann,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fairfax ,David A. Oblon,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fairfax ,Tania M.L. Saylor,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fairfax ,Stephen C. Shannon,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fairfax ,Robert J. Smith,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fairfax ,John M. Tran,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fauquier ,Douglas L. Fleming Jr.,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fauquier ,James P. Fisher,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fauquier ,Jeanette A. Irby,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fauquier ,James E. Plowman Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fauquier ,Stephen E. Sincavage,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Floyd ,Kenneth M. Fleenor Jr.,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Floyd ,Bradley W. Finch,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Floyd ,Brett L. Geisler,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Floyd ,Hugh Lee Harrell,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Floyd ,Josiah T. Showalter Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Floyd ,Robert M. D. Turk,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fluvanna ,Richard E. Moore,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fluvanna ,Timothy K. Sanner,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fluvanna ,Dale B. Durrer,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fluvanna ,David B. Franzen,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fluvanna ,Cheryl V. Higgins,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fluvanna ,Claude V. Worrell Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Franklin ,James J. Reynolds,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Franklin ,Timothy W. Allen,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Franklin ,Joseph W. Milam Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Franklin ,Stacey W. Moreau,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Frederick ,William W. Eldridge IV,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Frederick ,Alexander R. Iden,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Frederick ,Brian M. Madden,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Frederick ,Clark Andrew Ritchie,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Frederick ,Bruce D. Albertson,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Frederick ,Kevin C. Black,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Frederick ,William W. Sharp,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Frederick ,Thomas J. Wilson IV,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fredericksburg ,Gordon F. Willis,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fredericksburg ,Sarah L. Deneke,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fredericksburg ,William E. Glover,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fredericksburg ,John Overton Harris,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fredericksburg ,Herbert M. Hewitt,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fredericksburg ,Patricia Kelly,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fredericksburg ,Michael E. Levy,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fredericksburg ,Roy Michael McKenney,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fredericksburg ,Ricardo Rigual,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fredericksburg ,James Bruce Strickland,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Fredericksburg ,Victoria A. B. Willis,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Giles ,Bradley W. Finch,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Giles ,Kenneth M. Fleenor Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Giles ,Brett L. Geisler,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Giles ,Hugh Lee Harrell,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Giles ,Josiah T. Showalter Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Giles ,Robert M. D. Turk,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Gloucester,Jeffrey W. Shaw,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Gloucester,Richard H. Rizk,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Gloucester,Benjamin Elliott Bondurant,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Gloucester,Holly B. Smith,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Goochland,Timothy K. Sanner,"Presiding Judge, Chief Judge", Circuit Court  https://www.vacourts.gov/courts/circuit.html
Goochland,Dale B. Durrer,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Goochland,David B. Franzen,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Goochland,Cheryl V. Higgins,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Goochland,Richard E. Moore,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Goochland,Claude V. Worrell Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Grayson ,Hugh Lee Harrell,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Grayson ,Bradley W. Finch,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Grayson ,Kenneth M. Fleenor Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Grayson ,Brett L. Geisler,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Grayson ,Josiah T. Showalter Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Grayson ,Robert M. D. Turk,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Greene ,Claude V. Worrell Jr.,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Greene ,Timothy K. Sanner,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Greene ,Dale B. Durrer,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Greene ,David B. Franzen,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Greene ,Cheryl V. Higgins,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Greene ,Richard E. Moore,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Greensville ,William Allan Sharrett,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Greensville ,William Edward Tomko III,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Greensville ,Carson E. Saunders Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Greensville ,,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Greensville ,,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Halifax ,Kimberley S. White,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Halifax ,Donald Carl Blessing,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Halifax ,Stephen Anderson Nelson,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Halifax ,James William Watson Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Hampton,Christopher W. Hutton,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Hampton,Bonnie L. Jones,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Hampton,Michael A. Gaten,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Hanover ,John Overton Harris,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Hanover ,Patricia Kelly,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Hanover ,Sarah L. Deneke,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Hanover ,William E. Glover,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Hanover ,Herbert M. Hewitt,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Hanover ,Michael E. Levy,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Hanover ,Roy Michael McKenney,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Hanover ,Ricardo Rigual,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Hanover ,James Bruce Strickland,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Hanover ,Gordon F. Willis,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Hanover ,Victoria A. B. Willis,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Rockingham ,Clark Andrew Ritchie,"Presiding Judge, Chief Judge", Circuit Court  https://www.vacourts.gov/courts/circuit.html
Rockingham ,Bruce D. Albertson,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Rockingham ,Thomas J. Wilson IV,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Rockingham ,Kevin C. Black,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Rockingham ,William W. Eldridge IV,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Rockingham ,Alexander R. Iden,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Rockingham ,Brian M. Madden,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Rockingham ,William W. Sharp,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Henrico ,Lee A. Harris Jr.,"Presiding Judge, Chief Judge", Circuit Court  https://www.vacourts.gov/courts/circuit.html
Henrico ,Rondelle D. Herman,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Henrico ,Randall G. Johnson Jr.,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Henrico ,John Marshall,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Henrico ,Richard S. Wallerstein Jr.,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Henry ,David V. Williams,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Henry ,Giles Carter Greer,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Henry ,Marcus A. Brinks,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Highland ,Edward K. Stein,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Highland ,William Chapman Goodwin,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Highland ,Joel R. Branscom,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Highland ,Paul A. Dryer,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Highland ,Anne M. Reed,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Highland ,Christopher B. Russell,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Hopewell ,William Allan Sharrett,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Hopewell ,William Edward Tomko III,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Hopewell ,Carson E. Saunders Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Hopewell ,,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Hopewell ,,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Isle of Wight,Carl Edward Eason Jr.,"Presiding Judge, Chief Judge", Circuit Court  https://www.vacourts.gov/courts/circuit.html
Isle of Wight,Lawson Wayne Farmer,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Isle of Wight,Matthew A. Glassman,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
Isle of Wight,Robert H. Sandwich Jr.,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
James City County/Williamsburg,Richard H. Rizk,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
James City County/Williamsburg,Benjamin Elliott Bondurant,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
James City County/Williamsburg,Jeffrey W. Shaw,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
James City County/Williamsburg,Holly B. Smith,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
King George,Herbert M. Hewitt,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
King George,Sarah L. Deneke,Chief Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
King George,William E. Glover,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
King George,John Overton Harris,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
King George,Patricia Kelly,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
King George,Michael E. Levy,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
King George,Roy Michael McKenney,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
King George,Ricardo Rigual,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
King George,James Bruce Strickland,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
King George,Gordon F. Willis,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
King George,Victoria A. B. Willis,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
King William,Benjamin Elliott Bondurant,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
King William,"Richard H. Rizk, Chief Judge",, Circuit Court  https://www.vacourts.gov/courts/circuit.html
King William,Jeffrey W. Shaw,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
King William,Holly B. Smith,, Circuit Court  https://www.vacourts.gov/courts/circuit.html
King and Queen,Benjamin Elliott Bondurant,Presiding Judge, Circuit Court  https://www.vacourts.gov/courts/circuit.html
King and Queen,"Richard H. Rizk, Chief Judge",, Circuit Court  https://www.vacourts.gov/courts/circuit.html
